index,rank_2027,rank_2026,institution_name,country_territory,region,size,focus,research_intensity,status,academic_reputation_score,academic_reputation_rank,employer_reputation_score,employer_reputation_rank,faculty_student_score,faculty_student_rank,citations_per_faculty_score,citations_per_faculty_rank,international_faculty_score,international_faculty_rank,international_students_score,international_students_rank,international_research_network_score,international_research_network_rank,employment_outcomes_score,employment_outcomes_rank,sustainability_score,sustainability_rank,overall_score
853,851-900,851-900,Australian Catholic University,Australia,Oceania,L,FO,VH,Public,12.8,701+,12,701+,5.6,801+,24.3,677,90.8,229,39.7,516,35.5,801+,2.7,801+,57.9,671=,
854,851-900,761-770,Babes-Bolyai University,Romania,Europe,XL,CO,VH,Public,19.8,608,27.3,504,8.9,801+,7.1,801+,17,787,6,801+,80.7,369,33.2,531,74.3,314=,
855,851-900,901-950,Baku Engineering University,Azerbaijan,Asia,M,FO,MD,Public,20.6,588,38.7,350,43,458,1.4,801+,40.5,518,16.3,801+,4,801+,18.2,801+,34.5,801+,
856,851-900,851-900,Catania University,Italy,Europe,L,FC,VH,Public,18.5,643,8.7,701+,8.7,801+,29.1,600,26.2,647,6.9,801+,79.2,396,8.9,801+,64.6,516=,
857,851-900,791-800,Chiba University,Japan,Asia,L,FC,VH,Public,20.9,579,13.1,701+,62.1,287,15.9,801+,9.4,801+,7,801+,26.7,801+,7.2,801+,46.1,801+,
858,851-900,801-850,De Montfort University,United Kingdom,Europe,L,FO,VH,Public,7.4,701+,9.7,701+,6.7,801+,13.6,801+,74.2,332,98.2,97,63.2,700,11.4,801+,68.7,422=,
859,851-900,801-850,Donghua University,China (Mainland),Asia,L,CO,VH,Public,5.7,701+,7.9,701+,36.1,545,56.3,308,1.6,801+,3.8,801+,39.9,801+,6.7,801+,31,801+,
860,851-900,1001-1200,Gebze Technical University (GTU),Türkiye,Asia,M,FO,VH,Public,9.1,701+,17.2,701+,6.7,801+,49.3,376,24.5,672,7.5,801+,45.1,801+,4.5,801+,48.8,801+,
861,851-900,801-850,Indian Institute of Technology Gandhinagar (IITGN),India,Asia,S,CO,VH,Public,7.8,701+,9.7,701+,43.5,450,52,346,2.3,801+,2,801+,20.3,801+,5.8,801+,47.6,801+,
862,851-900,711-720,Iscte - University Institute of Lisbon,Portugal,Europe,M,FO,VH,Public,8.3,701+,16.2,701+,3.1,801+,30.1,589,16.8,790,46.5,444,47.9,801+,44.1,423,59.5,636=,
863,851-900,761-770,Khoja Akhmet Yassawi International Kazakh-Turkish University,Kazakhstan,Asia,M,FC,MD,Public,15,701+,31.6,442,55.4,342,1.3,801+,40.4,519,56.4,380,3.8,801+,12.1,801+,38.6,801+,
864,851-900,781-790,Kuwait University,Kuwait,Asia,XL,FC,HI,Public,17.5,681,17.4,701+,7.8,801+,5.3,801+,18.4,761,32.6,580,53.3,801+,95.8,60,59.2,642=,
865,851-900,851-900,Liverpool John Moores University,United Kingdom,Europe,L,CO,VH,Public,12.9,701+,15.5,701+,9.7,801+,22.6,703,52.8,444,11.3,801+,89.2,199,11.1,801+,56.2,721=,
866,851-900,851-900,"Manipal Academy of Higher Education, Manipal, Karnataka, India",India,Asia,L,FC,VH,Private not for Profit,15.2,701+,15,701+,42.2,468,11,801+,2.9,801+,16.9,795,77.9,415,12.4,801+,67,461=,
867,851-900,,Montanuniversität Leoben,Austria,Europe,S,FO,VH,,6.4,701+,7.2,701+,85,136,32.6,559,,,,,32.4,801+,30.6,572,26,801+,
868,851-900,801-850,"National Technical University of Ukraine ""Igor Sikorsky Kyiv Polytechnic Institute""",Ukraine,Europe,L,CO,VH,Public,15,701+,46.5,283,42.6,464,1.8,801+,1.3,801+,4.3,801+,24.6,801+,45.4,404,48.1,801+,
869,851-900,791-800,Pontificia Universidad Católica de Valparaíso,Chile,Americas,L,CO,VH,Private not for Profit,36.9,325,21.3,641,6.8,801+,10.5,801+,14.1,801+,2.7,801+,47.4,801+,12.3,801+,40.8,801+,
870,851-900,851-900,Prince of Songkla University,Thailand,Asia,XL,FC,HI,Public,33.2,368,14.7,701+,16.5,801+,7.2,801+,4,801+,2.5,801+,56.8,786,5.8,801+,66.7,469,
871,851-900,851-900,Sechenov University,Russian Federation,Europe,L,FO,VH,Public,4.9,701+,17.5,701+,55.5,341,12.5,801+,7.8,801+,66.9,311,86.3,245,4.9,801+,29.9,801+,
872,851-900,,Southwest Jiaotong University,China (Mainland),Asia,XL,CO,VH,Public,7.1,701+,22.8,611,11.8,801+,50.2,368,3.3,801+,1.9,801+,54.5,801+,8.9,801+,37.8,801+,
873,851-900,901-950,Taif University,Saudi Arabia,Asia,XL,FC,VH,Public,6.2,701+,2.9,701+,9.2,801+,36.9,502,100,61,4,801+,82.6,315,3.6,801+,52.7,801+,
874,851-900,801-850,"The New School, New York City and Paris",United States of America,Americas,M,FO,VH,Private not for Profit,17.8,668,14.9,701+,50.5,377,4.1,801+,6.3,801+,98.1,99,21.9,801+,32.9,536,31.6,801+,
875,851-900,801-850,Tokyo University of Science,Japan,Asia,L,FO,VH,Private not for Profit,9.8,701+,55.4,208,10.9,801+,13.4,801+,16,801+,6.7,801+,25.6,801+,47.3,387,42.7,801+,
876,851-900,781-790,Universidad de Antioquia,Colombia,Americas,XL,FC,HI,Public,39.9,302,17.2,701+,4.6,801+,7.1,801+,1.3,801+,1.7,801+,55.8,801+,23.8,700,43,801+,
877,851-900,801-850,Universidad de La Habana,Cuba,Americas,L,FO,HI,Public,18.7,639,11.6,701+,66.6,250,2.4,801+,2.8,801+,10.6,801+,29.7,801+,89.3,109,32.3,801+,
878,851-900,801-850,Universidad de Montevideo (UM),Uruguay,Americas,S,FO,HI,Private not for Profit,21,576,24.9,558,79.9,169,1.5,801+,24,680,5.6,801+,7.5,801+,37.6,479,15.5,801+,
879,851-900,901-950,Universidad Iberoamericana Ciudad de México - IBERO,Mexico,Americas,M,FC,MD,Private not for Profit,24.1,513,30.3,463,39.7,500,1.5,801+,10.1,801+,5.9,801+,5.9,801+,74.9,191,30.6,801+,
880,851-900,801-850,Universidade de Brasília,Brazil,Americas,XL,FC,VH,Public,32.6,376,8.9,701+,8.4,801+,7.4,801+,11,801+,2.1,801+,59.7,750,30.1,584,67.4,450=,
881,851-900,851-900,Università degli Studi della Tuscia (University of Tuscia),Italy,Europe,M,FO,VH,Public,4.3,701+,2.4,701+,6.9,801+,64.4,250,17.1,785,38.8,521,52.4,801+,4.4,801+,35.4,801+,
882,851-900,901-950,Università degli studi Roma Tre,Italy,Europe,L,CO,VH,Public,28,446,22.4,620,3.6,801+,14.4,801+,7.1,801+,7.4,801+,67.7,620,11.1,801+,65.5,492=,
883,851-900,951-1000,Universitas Hasanuddin,Indonesia,Asia,XL,FC,HI,Public,23.8,524,18.5,701+,54.1,354,1.7,801+,37,550,3.2,801+,25.7,801+,23,717,54.4,767=,
884,851-900,771-780,Universitat Rovira i Virgili,Spain,Europe,L,FC,VH,Public,9.6,701+,5,701+,17.8,801+,41.6,456,8.4,801+,25.2,659,85.3,263,3.1,801+,62.7,560=,
885,851-900,851-900,Universiti Pendidikan Sultan Idris (UPSI),Malaysia,Asia,M,FO,VH,Public,13.9,701+,16,701+,42.2,467,5.8,801+,57.9,415,72.8,274,24.9,801+,7.2,801+,50.1,801+,
886,851-900,781-790,University of Alicante,Spain,Europe,L,FC,VH,Public,22,560,7.4,701+,34.2,569,12.3,801+,8.1,801+,20.9,726,77.4,431,10,801+,68.7,422=,
887,851-900,951-1000,University of Calabria,Italy,Europe,M,CO,VH,Public,12.4,701+,9.1,701+,11.8,801+,40.1,474,12.2,801+,6.6,801+,73.1,518,3.3,801+,60.5,611=,
888,851-900,851-900,University of Colorado Denver | Anschutz Medical Campus,United States of America,Americas,L,FC,HI,Public,10.3,701+,9.7,701+,100,2,3.7,801+,3.7,801+,18.9,753,47.8,801+,10.9,801+,58.4,660=,
889,851-900,851-900,University of Ghana,Ghana,Africa,XL,FC,HI,Public,20.4,593,12.4,701+,1.8,801+,11.3,801+,6.9,801+,1.8,801+,82.3,328,93.2,87,51.4,801+,
890,851-900,901-950,University of Hertfordshire,United Kingdom,Europe,L,CO,HI,Public,5.6,701+,7.8,701+,5.2,801+,10.8,801+,86.8,260,100,18,68,613,15.7,801+,61.7,579,
891,851-900,801-850,University of Hyderabad,India,Asia,M,FC,VH,Public,17.1,692,5.6,701+,18.5,801+,48.1,385,1.8,801+,2.4,801+,28.9,801+,6.1,801+,53.4,793=,
892,851-900,801-850,University of Lincoln,United Kingdom,Europe,L,CO,VH,Public,7,701+,6.7,701+,9.8,801+,17.7,772,79.8,303,70.6,287,76,462,7.4,801+,69.7,402,
893,851-900,801-850,University of Salerno,Italy,Europe,L,FC,VH,Public,13.4,701+,6.8,701+,9.9,801+,41.1,462,5.1,801+,2.6,801+,86.6,234,7.2,801+,65.3,497=,
894,851-900,851-900,University of Seoul,Republic of Korea,Asia,M,CO,VH,Public,18.7,641,18.4,701+,51.3,371,15.8,801+,5.5,801+,12.4,801+,34.7,801+,9.2,801+,58.4,660=,
895,851-900,851-900,University of Stavanger,Norway,Europe,M,CO,VH,Public,10.2,701+,9.1,701+,87.2,121,11.8,801+,,,,,71.1,549,15.1,801+,46.2,801+,
896,851-900,,University of the Arts London,United Kingdom,Europe,L,FO,HI,Public,12.4,701+,18.5,701+,25.2,724,1.9,801+,60.4,396,100,34,13.8,801+,50.7,358,33.7,801+,
897,851-900,,University of the Sunshine Coast,Australia,Oceania,M,CO,VH,,4.1,701+,4.8,701+,4.1,801+,52.6,339,46.4,489,17.6,781,56.2,797,4.7,801+,67.4,450=,
898,851-900,801-850,University of Ulsan,Republic of Korea,Asia,M,FC,VH,Private not for Profit,5.9,701+,3.8,701+,64.3,270,46.8,403,2.4,801+,2.9,801+,22.1,801+,7.9,801+,53.1,801+,
899,851-900,801-850,University of Westminster,United Kingdom,Europe,L,CO,HI,Public,9.7,701+,10.4,701+,6.9,801+,9.3,801+,81.5,294,99.8,63,44.7,801+,33.4,525,46.6,801+,
900,851-900,801-850,University of Wroclaw,Poland,Europe,L,CO,VH,Public,22.1,558,16.4,701+,48.5,402,5.9,801+,6.1,801+,15.6,801+,64.7,673,18.4,801+,52.5,801+,
901,851-900,781-790,V. N. Karazin Kharkiv National University,Ukraine,Europe,L,FC,HI,Public,11.5,701+,27.3,508,68.5,234,1.8,801+,3.8,801+,66.1,319,42.7,801+,5.3,801+,47.7,801+,
902,851-900,,Williams College,United States of America,Americas,S,FO,VH,Private not for Profit,4.9,701+,10.5,701+,90.7,103,12.3,801+,8.2,801+,18.7,756,9.8,801+,91.6,97,23.1,801+,
903,851-900,,Xidian University,China (Mainland),Asia,XL,CO,VH,Public,6.5,701+,13.9,701+,10.9,801+,67.6,222,5.5,801+,3.3,801+,38,801+,5.2,801+,34.5,801+,
904,851-900,801-850,Zurich University of Applied Sciences (ZHAW),Switzerland,Europe,M,CO,VH,Public,6.8,701+,10.6,701+,74.5,192,4.9,801+,71,344,23.9,677,51,801+,8.7,801+,59.4,639=,
905,901-950,951-1000,Al-Quds University,Palestine,Asia,M,FC,MD,Public,7.8,701+,30.7,456,20.2,801+,2.9,801+,77,316,95.8,131,13.1,801+,13.1,801+,45.8,801+,
906,901-950,851-900,Altai State University,Russian Federation,Europe,M,CO,VH,Public,10,701+,12.9,701+,93.1,90,1.6,801+,7.4,801+,73,272,18.1,801+,3.6,801+,40.6,801+,
907,901-950,951-1000,Amity University,India,Asia,L,CO,VH,Private not for Profit,10.6,701+,18.1,701+,20,801+,16.1,801+,17.9,769,44.4,465,75.2,478,5.2,801+,57.9,671=,
908,901-950,851-900,Belarusian National Technical University (BNTU),Belarus,Europe,L,FO,MD,Public,13.5,701+,35.7,381,71,210,1.1,801+,2.2,801+,83.8,215,2.4,801+,8.2,801+,,,
909,901-950,851-900,Bina Nusantara University (BINUS),Indonesia,Asia,L,CO,VH,Private for Profit,19.1,625,32.1,433,27.1,691,4.8,801+,60,399,8.5,801+,15.3,801+,21.6,739,46.1,801+,
910,901-950,951-1000,CY Cergy Paris University,France,Europe,M,FO,VH,Public,6.5,701+,4.6,701+,70.5,219,6,801+,52.1,453,57,377,61.8,718,2.9,801+,37.7,801+,
911,901-950,851-900,Dhofar University,Oman,Asia,S,FO,VH,Private not for Profit,11.6,701+,16.5,701+,11.3,801+,25.2,668,100,21,10.2,801+,40.6,801+,6.3,801+,26.6,801+,
912,901-950,851-900,Effat University,Saudi Arabia,Asia,S,FO,VH,Private not for Profit,5.4,701+,6.3,701+,21.6,801+,17.7,774,100,17,98.8,82,23.5,801+,12.6,801+,37.4,801+,
913,901-950,951-1000,Escuela Superior Politécnica del Litoral (ESPOL),Ecuador,Americas,M,CO,VH,Public,25.9,474,19.8,671,35.2,554,4.8,801+,13.2,801+,2,801+,28.4,801+,14.3,801+,60.8,601=,
914,901-950,851-900,European University of Lefke,Northern Cyprus,Asia,M,CO,HI,Public,9.1,701+,14.3,701+,8.9,801+,13,801+,100,67,100,4,15.1,801+,4.4,801+,46.3,801+,
915,901-950,,"Gachon University (Seoul, Korea)",Republic of Korea,Asia,L,FC,VH,Private for Profit,9.2,701+,17,701+,47.2,414,13.9,801+,12.1,801+,46.1,447,50.8,801+,2.9,801+,59,647=,
916,901-950,851-900,Instituto Politécnico Nacional (IPN),Mexico,Americas,XL,CO,VH,Public,24.3,511,30.2,464,20.5,801+,2.9,801+,5.8,801+,2.8,801+,55.1,801+,10.9,801+,53.3,798=,
917,901-950,761-770,Kaohsiung Medical University,Taiwan,Asia,M,CO,VH,Private for Profit,6.4,701+,6,701+,52.5,365,42.5,442,7.2,801+,6.7,801+,25.2,801+,6.5,801+,57.8,674=,
918,901-950,901-950,Khon Kaen University,Thailand,Asia,XL,FC,HI,Public,27.6,450,20.3,663,8.8,801+,8.7,801+,9.1,801+,3.7,801+,54.8,801+,5.8,801+,66.6,470=,
919,901-950,1001-1200,Kyrgyz Russian Slavic University,Kyrgyzstan,Asia,S,CO,MD,Public,8.5,701+,12.2,701+,99.4,37,1,801+,6.7,801+,56.7,379,1.9,801+,56.8,309,10.4,801+,
920,901-950,901-950,London South Bank University,United Kingdom,Europe,L,FO,VH,Public,5,701+,6.1,701+,10.1,801+,9.4,801+,97.9,148,98,102,49.4,801+,16.4,801+,56,723=,
921,901-950,851-900,Louisiana State University,United States of America,Americas,XL,CO,VH,Public,15.4,701+,11.1,701+,8,801+,17.3,782,27.7,626,6.2,801+,63.1,701,32.3,547,76.6,271=,
922,901-950,801-850,Middlesex University,United Kingdom,Europe,L,CO,HI,Public,6.5,701+,7.4,701+,10,801+,12.1,801+,87.7,252,99.7,65,49.3,801+,26.4,634,44.5,801+,
923,901-950,951-1000,Nanjing Agricultural University,China (Mainland),Asia,L,CO,VH,Public,7,701+,4.5,701+,20,801+,55.9,314,,,2,801+,66.2,653,2.4,801+,41.3,801+,
924,901-950,951-1000,Nanjing Normal University,China (Mainland),Asia,XL,CO,VH,Public,8.5,701+,8.4,701+,15.8,801+,51.9,347,,,7,801+,61,733,8.1,801+,41,801+,
925,901-950,851-900,Nantes Université,France,Europe,XL,CO,VH,Public,15.6,701+,6.2,701+,11.1,801+,28,616,17.8,773,23,691,89,204,5.1,801+,48.1,801+,
926,901-950,951-1000,North South University,Bangladesh,Asia,L,FO,VH,Private not for Profit,15,701+,55,212,7.4,801+,8.2,801+,8.2,801+,1.4,801+,49.4,801+,12,801+,47.3,801+,
927,901-950,851-900,Oklahoma State University,United States of America,Americas,L,FC,HI,Public,9.9,701+,12.9,701+,9.9,801+,20.5,730,62.2,388,9.9,801+,66.6,640,29.7,586,50.8,801+,
928,901-950,901-950,Osaka Metropolitan University,Japan,Asia,L,FC,VH,Public,20.1,601,18,701+,54.2,351,10.1,801+,5.9,801+,4.8,801+,27.9,801+,9.3,801+,54.6,760=,
929,901-950,1001-1200,Rhodes University,South Africa,Africa,M,FO,VH,Public,8.3,701+,11.5,701+,12.6,801+,24.7,672,,,44.2,467,68.8,599,59.1,289,40.7,801+,
930,901-950,901-950,Tallinn University,Estonia,Europe,M,CO,VH,Public,11.6,701+,8.4,701+,13.1,801+,10.6,801+,70.3,350,20.5,731,51.6,801+,64.1,251,51.1,801+,
931,901-950,901-950,Universidad de los Andes - Chile,Chile,Americas,M,FC,HI,Private not for Profit,28.2,442,28.3,494,13.7,801+,4.1,801+,12.7,801+,3.1,801+,21.1,801+,49.8,366,37.3,801+,
932,901-950,901-950,Universidad de Oviedo,Spain,Europe,L,CO,VH,Public,19.1,624,9.6,701+,40.3,495,9.9,801+,5.5,801+,6.7,801+,77.2,436,12.6,801+,67.6,443=,
933,901-950,781-790,Universidad del Rosario,Colombia,Americas,M,FC,HI,Private not for Profit,22.1,557,23.1,598,28,672,4.5,801+,6.6,801+,4.2,801+,30.1,801+,53.2,341,63.2,547=,
934,901-950,951-1000,"Universidad Espíritu Santo (UEES), Ecuador",Ecuador,Americas,S,CO,VH,Private not for Profit,8.2,701+,11,701+,35.8,548,9.6,801+,59.1,406,65.6,325,32.3,801+,21.4,741,55.6,738=,
935,901-950,901-950,Universidad Europea,Spain,Europe,L,FC,HI,Private for Profit,6.7,701+,21.6,638,61.7,291,3.1,801+,19.5,745,98.4,94,16.3,801+,11,801+,44,801+,
936,901-950,801-850,Universidade Federal de Santa Catarina,Brazil,Americas,L,FC,VH,Public,25.1,487,6.7,701+,25,734,14.5,801+,4.9,801+,3.9,801+,59.6,751,19,793,67,461=,
937,901-950,951-1000,Universita' degli Studi di Ferrara,Italy,Europe,L,FC,HI,Public,10,701+,5.8,701+,3,801+,47.7,390,5.1,801+,7.8,801+,66.4,649,7.1,801+,58.5,659,
938,901-950,,Universitat Internacional de Catalunya,Spain,Europe,M,FO,VH,Private not for Profit,5.5,701+,4.5,701+,97.4,56,5.3,801+,23.2,686,78.3,238,15.8,801+,4.2,801+,41.7,801+,
939,901-950,851-900,Universität Rostock,Germany,Europe,L,FC,HI,Public,8.4,701+,3.3,701+,85.5,131,11.3,801+,,,19.4,745,76.7,448,8,801+,39.6,801+,
940,901-950,,Université Paris-Est Créteil Val de Marne,France,Europe,XL,SP,VH,Public,5.3,701+,6.3,701+,3.2,801+,54.5,321,,,,,93.5,121,6.7,801+,42.7,801+,
941,901-950,,University of Beira Interior,Portugal,Europe,M,FC,VH,,7.1,701+,4.3,701+,11.5,801+,44.8,423,3.3,801+,53.9,397,50.8,801+,4.5,801+,51.7,801+,
942,901-950,801-850,University of Brighton,United Kingdom,Europe,L,CO,VH,Public,9,701+,7.4,701+,10.2,801+,19.8,736,62.2,387,51.3,415,69.5,583,12.8,801+,46.4,801+,
943,901-950,771-780,University of Calcutta,India,Asia,M,CO,VH,Public,16.4,701+,10.4,701+,7.8,801+,26.8,637,32.9,579,1.1,801+,43.8,801+,66.5,238,35.1,801+,
944,901-950,851-900,UNIVERSITY OF GDAŃSK,Poland,Europe,L,CO,VH,Public,17.5,682,13.5,701+,36.9,538,7,801+,5.4,801+,4.5,801+,78,413,23,715,71.7,360=,
945,901-950,781-790,University of Kentucky,United States of America,Americas,XL,FC,VH,Public,13.8,701+,10.4,701+,16,801+,26.6,640,15.8,801+,5,801+,73.8,502,21.2,744,60.2,617,
946,901-950,901-950,University of Maribor,Slovenia,Europe,L,FC,HI,Public,13,701+,13.1,701+,34,572,11.9,801+,2,801+,25.3,658,66.6,644,43.5,426,52.5,801+,
947,901-950,664,University of Mumbai,India,Asia,S,FC,VH,Public,10,701+,21,650,6.3,801+,32.7,558,3.3,801+,6.7,801+,14.1,801+,99.5,25,38.4,801+,
948,901-950,761-770,University of Nizwa,Oman,Asia,S,CO,VH,Private not for Profit,8.6,701+,15.8,701+,44.7,440,14.6,801+,100,36,24.3,672,30.3,801+,6.2,801+,25.5,801+,
949,901-950,901-950,UPES,India,Asia,M,FO,VH,Private not for Profit,17.8,669,8.4,701+,44,445,14.6,801+,21,723,1.4,801+,66.6,645,3.3,801+,58,668=,
950,901-950,851-900,Worcester Polytechnic Institute,United States of America,Americas,M,FO,VH,Private not for Profit,4.9,701+,14,701+,18.6,801+,34.4,535,29.6,605,34.4,562,35.9,801+,23.5,706,49.8,801+,
951,901-950,851-900,Wroclaw University of Science and Technology (Wrocław Tech),Poland,Europe,L,SP,VH,Public,15.9,701+,22.9,607,48.6,400,10.6,801+,3.9,801+,9.8,801+,62.3,712,4.8,801+,39.3,801+,
952,901-950,851-900,Yarmouk University,Jordan,Asia,L,FC,HI,Public,24.6,504,29,484,5.3,801+,5.7,801+,8.4,801+,18.6,760,42.6,801+,42.2,437,56.7,703=,
953,901-950,624,Yeshiva University,United States of America,Americas,M,FC,MD,Private not for Profit,3.4,701+,4.6,701+,53.9,358,42.4,444,26.5,644,34.6,560,9.9,801+,9.4,801+,35.5,801+,
954,951-1000,851-900,Addis Ababa University,Ethiopia,Africa,XL,FO,VH,Public,7.4,701+,12.4,701+,50,382,3.5,801+,,,,,65.8,661,94.3,80,50.5,801+,
955,951-1000,1001-1200,Aga Khan University,Pakistan,Asia,S,FO,VH,Private not for Profit,6.5,701+,13.5,701+,100,11,12.3,801+,1.4,801+,1.4,801+,23.6,801+,23.7,702,25.9,801+,
956,951-1000,1001-1200,Azerbaijan University of Architecture and Construction (AzUAC),Azerbaijan,Asia,M,FO,HI,Public,21.5,567,30.9,453,47.5,411,1.1,801+,16.2,801+,22.2,708,1.9,801+,16.2,801+,31.5,801+,
957,951-1000,1001-1200,Banaras Hindu University,India,Asia,L,CO,VH,Public,18.7,638,11.4,701+,11.2,801+,20.8,728,1.6,801+,3.2,801+,67.4,624,14.3,801+,61.3,587=,
958,951-1000,951-1000,Charles Sturt University,Australia,Oceania,L,CO,VH,Public,7.5,701+,10.4,701+,10.7,801+,16.2,801+,59.4,404,45.5,454,60.9,734,15.3,801+,67.6,443=,
959,951-1000,1001-1200,Chungbuk National University,Republic of Korea,Asia,M,FC,VH,Public,9.3,701+,9.2,701+,53.6,359,19.3,744,9.7,801+,29.4,606,33.3,801+,3.4,801+,58.4,660=,
960,951-1000,1001-1200,Clark University,United States of America,Americas,S,CO,VH,Private not for Profit,3.6,701+,4.7,701+,27.1,690,24.5,675,15.7,801+,85.8,202,25.6,801+,44.8,414,44.4,801+,
961,951-1000,951-1000,Clemson University,United States of America,Americas,L,CO,VH,Public,10.1,701+,12.7,701+,18.4,801+,22.5,704,19.9,740,7.5,801+,76.6,453,12.3,801+,53.4,793=,
962,951-1000,901-950,Future University in Egypt,Egypt,Africa,M,FO,VH,Private not for Profit,6.1,701+,28.7,491,49.6,386,7.7,801+,15.9,801+,31.5,591,50.1,801+,5.4,801+,45.8,801+,
963,951-1000,901-950,Gulf University for Science and Technology,Kuwait,Asia,S,FO,VH,Private for Profit,12.2,701+,9.2,701+,12.9,801+,13.8,801+,100,31,17.4,787,42,801+,18,801+,45.4,801+,
964,951-1000,,IMU University,Malaysia,Asia,S,SP,LO,Private for Profit,5.2,701+,7.4,701+,69.2,226,10.7,801+,60.3,397,52.6,405,15.8,801+,10.6,801+,20.1,801+,
965,951-1000,901-950,Jouf University,Saudi Arabia,Asia,L,FC,HI,Public,9.5,701+,5.2,701+,35,556,10.8,801+,98.7,139,2.9,801+,59.8,748,3.9,801+,54.1,776=,
966,951-1000,901-950,Kanazawa University,Japan,Asia,M,FC,VH,Public,13.1,701+,7.5,701+,56.4,335,18.5,762,11.1,801+,8.6,801+,41.7,801+,3.2,801+,58.4,660=,
967,951-1000,901-950,Macao Polytechnic University,"Macao SAR, China",Asia,M,FO,VH,,7.9,701+,17,701+,27.7,675,3.5,801+,100,43,99.1,81,10.3,801+,3.4,801+,28.9,801+,
968,951-1000,851-900,Mendel University in Brno,Czechia,Europe,M,FO,VH,Public,9.8,701+,5.7,701+,60.5,303,8.8,801+,14.2,801+,34.1,564,71.9,540,6.6,801+,55.9,728=,
969,951-1000,901-950,Nagasaki University,Japan,Asia,M,FC,VH,Public,8.6,701+,3.8,701+,82.1,159,10.9,801+,8.8,801+,9.5,801+,41.3,801+,5.1,801+,61.3,587=,
970,951-1000,901-950,NLC «Buketov Karaganda National Research University»,Kazakhstan,Asia,L,CO,MD,Private not for Profit,14.8,701+,29.7,472,68.3,238,1.2,801+,12.5,801+,22.1,710,5.5,801+,11.5,801+,38.1,801+,
971,951-1000,771-780,Philipps-Universität Marburg,Germany,Europe,L,CO,VH,Public,14.5,701+,12.8,701+,10.7,801+,22.9,699,16.6,795,28.8,615,66.5,648,8.6,801+,49.4,801+,
972,951-1000,801-850,Politecnico di Bari,Italy,Europe,M,SP,HI,Public,10.1,701+,12,701+,14.3,801+,42.4,445,5.4,801+,11.8,801+,48.7,801+,5.4,801+,30.1,801+,
973,951-1000,901-950,Princess Sumaya University for Technology,Jordan,Asia,S,SP,LO,Private not for Profit,8.6,701+,29.1,482,14.3,801+,14.6,801+,58.1,412,60.4,358,9.3,801+,14.3,801+,35.6,801+,
974,951-1000,951-1000,Rochester Institute of Technology (RIT),United States of America,Americas,L,CO,VH,Private not for Profit,10.1,701+,32.9,419,24.8,739,10.2,801+,20.4,727,23.8,679,37.5,801+,14.1,801+,60.8,601=,
975,951-1000,1001-1200,Slovak University of Technology in Bratislava,Slovakia,Europe,M,FO,VH,Public,11.1,701+,18.5,701+,40.6,490,8,801+,5.8,801+,42.1,486,53.2,801+,20.1,772,41.6,801+,
976,951-1000,951-1000,Sohar University,Oman,Asia,S,FO,VH,Private not for Profit,10.8,701+,11,701+,3.6,801+,24.6,673,100,26,12.3,801+,25.5,801+,5.6,801+,53.6,791=,
977,951-1000,951-1000,Sophia University,Japan,Asia,L,CO,HI,Private not for Profit,18.9,631,30.8,454,23,777,2.2,801+,36.6,553,19.2,747,13.5,801+,25.7,650,59.7,628=,
978,951-1000,951-1000,South Ural State University (National Research University),Russian Federation,Europe,L,CO,VH,Public,6.5,701+,16.1,701+,60.9,296,9.4,801+,4.8,801+,20.7,729,81.4,356,6.6,801+,36.3,801+,
979,951-1000,1001-1200,Southwest University,China (Mainland),Asia,XL,CO,VH,Public,4.9,701+,7.7,701+,8.9,801+,51.9,348,1.4,801+,4.6,801+,60.5,739,14.3,801+,34.9,801+,
980,951-1000,851-900,Tokyo University of Agriculture and Technology,Japan,Asia,M,FO,VH,Public,13.5,701+,12.3,701+,15.8,801+,36.4,511,9.7,801+,9.8,801+,41.5,801+,3.9,801+,48.6,801+,
981,951-1000,851-900,Universidad Anáhuac México,Mexico,Americas,L,CO,MD,Private not for Profit,16.3,701+,27.3,506,56.4,336,1.4,801+,5.3,801+,4.5,801+,5.5,801+,66.7,236,34.2,801+,
982,951-1000,951-1000,Universidad de Córdoba,Spain,Europe,L,CO,VH,Private for Profit,16,701+,6.5,701+,25.3,722,22.4,708,,,14.3,801+,79.2,397,6.6,801+,45.2,801+,
