univ_code,slug,name_cn,name_en,province,city,admin_type,category,level,education_level,current_rank,is_vocational,is_double_first_class,is_985,is_211,is_cooperative,is_private,is_independent_college
RC00282,changchun-university-of-science-and-technology,长春理工大学,Changchun University of Science and Technology,吉林,长春市,地方公办,理工,地方公办,10,138,false,false,false,false,false,false,false
RC00958,guangdong-technion-israel-institute-of-technology,广东以色列理工学院,Guangdong Technion - Israel Institute of Technology,广东,汕头市,中外合作,理工,合作高校,10,合作7,false,false,false,false,true,false,false
RC00107,huaqiao-university,华侨大学,Huaqiao University,福建,泉州市,中央部属,综合,中央部属,10,139,false,false,false,false,false,false,false
RC00144,peoples-public-security-university-of-china,中国人民公安大学,People's Public Security University of China,北京,北京市,中央部属,政法,双一流,10,政4,false,true,false,false,false,false,false
RC00463,shandong-university-of-science-and-technology,山东科技大学,Shandong University of Science and Technology,山东,青岛市,地方公办,理工,地方公办,10,140,false,false,false,false,false,false,false
RC00348,jiangsu-university-of-science-and-technology,江苏科技大学,Jiangsu University of Science and Technology,江苏,镇江市,地方公办,理工,地方公办,10,141,false,false,false,false,false,false,false
RC00331,shanghai-ocean-university,上海海洋大学,Shanghai Ocean University,上海,上海市,地方公办,农业,双一流,10,142,false,true,false,false,false,false,false
RC00403,anhui-agricultural-university,安徽农业大学,Anhui Agricultural University,安徽,合肥市,地方公办,农业,地方公办,10,143,false,false,false,false,false,false,false
RC00487,shandong-university-of-finance-and-economics,山东财经大学,Shandong University of Finance and Economics,山东,济南市,地方公办,财经,地方公办,10,财13,false,false,false,false,false,false,false
RC00336,shanghai-university-of-international-business-and-economics,上海对外经贸大学,Shanghai University of International Business and Economics,上海,上海市,地方公办,财经,地方公办,10,财14,false,false,false,false,false,false,false
RC00213,north-university-of-china,中北大学,North University of China,山西,太原市,地方公办,理工,地方公办,10,144,false,false,false,false,false,false,false
RC00407,anhui-normal-university,安徽师范大学,Anhui Normal University,安徽,芜湖市,地方公办,师范,地方公办,10,145,false,false,false,false,false,false,false
RC00509,henan-agricultural-university,河南农业大学,Henan Agricultural University,河南,郑州市,地方公办,农业,地方公办,10,145,false,false,false,false,false,false,false
RC00644,chongqing-university-of-posts-and-telecommunications,重庆邮电大学,Chongqing University of Posts and Telecommunications,重庆,重庆市,地方公办,理工,地方公办,10,147,false,false,false,false,false,false,false
RC00118,nantong-university,南通大学,Nantong University,江苏,南通市,地方公办,综合,地方公办,10,147,false,false,false,false,false,false,false
RC00627,guangxi-normal-university,广西师范大学,Guangxi Normal University,广西,桂林市,地方公办,师范,地方公办,10,149,false,false,false,false,false,false,false
RC00378,zhejiang-a-f-university,浙江农林大学,Zhejiang A&F University,浙江,杭州市,地方公办,林业,地方公办,10,149,false,false,false,false,false,false,false
RC00468,qilu-university-of-technology,齐鲁工业大学,Qilu University of Technology,山东,济南市,地方公办,理工,地方公办,10,151,false,false,false,false,false,false,false
RC00389,china-jiliang-university,中国计量大学,China Jiliang University,浙江,杭州市,地方公办,理工,地方公办,10,151,false,false,false,false,false,false,false
RC00871,wenzhou-kean-university,温州肯恩大学,Wenzhou-Kean University,浙江,温州市,中外合作,综合,合作高校,10,合作8,false,false,false,false,true,false,false
RC00623,guangxi-medical-university,广西医科大学,Guangxi Medical University,广西,南宁市,地方公办,医药,地方公办,10,医18,false,false,false,false,false,false,false
RC00257,shenyang-agricultural-university,沈阳农业大学,Shenyang Agricultural University,辽宁,沈阳市,地方公办,农业,地方公办,10,153,false,false,false,false,false,false,false
RC00760,northwest-normal-university-china,西北师范大学,Northwest Normal University,甘肃,兰州市,地方公办,师范,地方公办,10,154,false,false,false,false,false,false,false
RC00926,beijing-normal-university-hong-kong-baptist-university-united-international-college,北师香港浸会大学,Beijing Normal-Hong Kong Baptist University,广东,珠海市,中外合作,综合,合作高校,10,合作9,false,false,false,false,true,false,false
RC00304,heilongjiang-university,黑龙江大学,Heilongjiang University,黑龙江,哈尔滨市,地方公办,综合,地方公办,10,155,false,false,false,false,false,false,false
RC00426,jimei-university,集美大学,Jimei University,福建,厦门市,地方公办,综合,地方公办,10,156,false,false,false,false,false,false,false
RC00281,yanbian-university,延边大学,Yanbian University,吉林,延边朝鲜族自治州,地方公办,综合,双一流,10,157,false,true,false,true,false,false,false
RC00164,tianjin-university-of-science-and-technology,天津科技大学,Tianjin University of Science and Technology,天津,天津市,地方公办,理工,地方公办,10,158,false,false,false,false,false,false,false
RC00351,xuzhou-medical-college,徐州医科大学,Xuzhou Medical University,江苏,徐州市,地方公办,医药,地方公办,10,医19,false,false,false,false,false,false,false
RC00539,wuhan-textile-university,武汉纺织大学,Wuhan Textile University,湖北,武汉市,地方公办,理工,地方公办,10,159,false,false,false,false,false,false,false
RC00365,nanjing-audit-university,南京审计大学,Nanjing Audit University,江苏,南京市,地方公办,财经,地方公办,10,财15,false,false,false,false,false,false,false
RC00551,south-central-university-for-nationalities,中南民族大学,South-Central Minzu University,湖北,武汉市,中央部属,民族,中央部属,10,民2,false,false,false,false,false,false,false
RC00170,tianjin-normal-university,天津师范大学,Tianjin Normal University,天津,天津市,地方公办,师范,地方公办,10,160,false,false,false,false,false,false,false
RC00287,jilin-agricultural-university,吉林农业大学,Jilin Agricultural University,吉林,长春市,地方公办,农业,地方公办,10,161,false,false,false,false,false,false,false
RC00541,hubei-university-of-technology,湖北工业大学,Hubei University of Technology,湖北,武汉市,地方公办,理工,地方公办,10,162,false,false,false,false,false,false,false
RC00263,liaoning-normal-university,辽宁师范大学,Liaoning Normal University,辽宁,大连市,地方公办,师范,地方公办,10,162,false,false,false,false,false,false,false
RC00478,qufu-normal-university,曲阜师范大学,Qufu Normal University,山东,济宁市,地方公办,师范,地方公办,10,164,false,false,false,false,false,false,false
RC00116,changzhou-university,常州大学,Changzhou University,江苏,常州市,地方公办,理工,地方公办,10,165,false,false,false,false,false,false,false
RC00569,hunan-agricultural-university,湖南农业大学,Hunan Agricultural University,湖南,长沙市,地方公办,农业,地方公办,10,166,false,false,false,false,false,false,false
RC00464,qingdao-university-of-science-and-technology,青岛科技大学,Qingdao University of Science & Technology,山东,青岛市,地方公办,理工,地方公办,10,167,false,false,false,false,false,false,false
RC00514,henan-normal-university,河南师范大学,Henan Normal University,河南,新乡市,地方公办,师范,地方公办,10,168,false,false,false,false,false,false,false
RC00261,shenyang-pharmaceutical-university,沈阳药科大学,Shenyang Pharmaceutical University,辽宁,沈阳市,地方公办,医药,地方公办,10,医20,false,false,false,false,false,false,false
RC00538,wuhan-institute-of-technology,武汉工程大学,Wuhan Institute of Technology,湖北,武汉市,地方公办,理工,地方公办,10,169,false,false,false,false,false,false,false
RC00475,shandong-university-of-traditional-chinese-medicine,山东中医药大学,Shandong University of Traditional Chinese Medicine,山东,济南市,地方公办,中医药,地方公办,10,中医8,false,false,false,false,false,false,false
RC00571,hunan-university-of-chinese-medicine,湖南中医药大学,Hunan University of Chinese Medicine,湖南,长沙市,地方公办,中医药,地方公办,10,中医9,false,false,false,false,false,false,false
RC00167,tianjin-university-of-technology,天津理工大学,Tianjin University of Technology,天津,天津市,地方公办,理工,地方公办,10,170,false,false,false,false,false,false,false
RC00328,shanghai-maritime-university,上海海事大学,Shanghai Maritime University,上海,上海市,地方公办,综合,地方公办,10,171,false,false,false,false,false,false,false
RC00353,jiangsu-normal-university,江苏师范大学,Jiangsu Normal University,江苏,徐州市,地方公办,师范,地方公办,10,172,false,false,false,false,false,false,false
RC00122,shantou-university,汕头大学,Shantou University,广东,汕头市,地方公办,综合,地方公办,10,173,false,false,false,false,false,false,false
RC00558,china-three-gorges-university,三峡大学,China Three Gorges University,湖北,宜昌市,地方公办,综合,地方公办,10,174,false,false,false,false,false,false,false
RC00465,university-of-jinan,济南大学,University of Jinan,山东,济南市,地方公办,综合,地方公办,10,175,false,false,false,false,false,false,false
RC00174,tianjin-university-of-finance-economics,天津财经大学,Tianjin University of Finance and Economics,天津,天津市,地方公办,财经,地方公办,10,财16,false,false,false,false,false,false,false
